document,summary,id
"Aker Solutions said employees had been told about 650 positions, mainly in the UK, Norway and India, may be affected.
A more specific breakdown for Aberdeen and London jobs has not been announced.
A spokesperson said: ""The adjustments are being made because of the continued market slowdown and as part of a global reorganization that will strengthen the company's competitiveness.""
Aker employs about 15,000 people, of which more than 2,000 are in the UK, the majority of them in Aberdeen and offshore.",Hundreds of jobs are set to go at oil services firm Aker Solutions with about 100 at risk in Aberdeen and London.,38597175
"The Oscar-winning John Ford film has been conserved in the US National Film Registry for its ""cultural, historical, or aesthetic"" significance.
But brawling and boozing feature prominently in the 1952 film, which was shot in County Mayo and County Galway.
An official warned ""the theme is not likely to be well received here"".
Although counsellor Joseph Brennan said the film's colour was ""beautiful"" and its scenery ""delightful"", he raised fears it would provoke protests from Irish-Americans.
His concerns were addressed to the Irish government's Department of External Affairs in a letter dated 17 April 1952, The Irish Times reports.
He asked for a swift reply as he wanted to gauge the reaction to the film in Ireland, but no response was received until June.
Another missive from the embassy official in July added: ""If it were to be taken completely at its face value it would be accepted as a rollicking farce and no harm done.
""But I fear it will be regarded by the Irish-American element here as purporting to portray actual life in Ireland.
""We may then have protests.""
Mr Brennan's concerns are outlined in the latest volume of documents on Irish Foreign Policy 1951-1957 which are due to be published later this week.
The Quiet Man, which starred John Wayne as boxer Sean Thornton and Maureen O'Hara as Mary Kate Danaher, won Oscars for Best Director and Best Cinematography.
When it was added to the film registry in 2013, O'Hara described it as ""the first great movie about Ireland"" and said it had endured as it was ""a simple and timeless story about people in love"".","The Irish embassy in Washington feared protests by Irish Americans against the romantic comedy The Quiet Man, newly released documents reveal.",38076271
"A ruling will allow users and expert analysts to carry out repairs. But changes such as extracting and selling code would still breach copyright.
Vehicle manufacturers opposed the move, saying repair garages could fix any issues.
The ruling follows claims the right to modify software could have prevented the Volkswagen emissions scandal.
The Library of Congress, which oversees the US Copyright Office, agreed with fair use advocates who argued that vehicle owners are entitled to modify their cars, which often involves altering software, Reuters reported.
Manufacturers, including General Motors (GM) and Deere, spoke out in opposition. A GM representative referred to a statement from an industry group that said the new rules would weaken safety innovation.
""Sensitive vehicle data could be easily manipulated, altered, or distributed - undetected - if these changes are implemented,"" the statement said.
Deere spokesman Ken Golden said the company stands by its earlier opposition. But he added that some systems that transmit data from the vehicle to Deere could still be protected by copyright.
Security researchers also pushed for copyright liability protection because computer programs are ""pervasive"" in modern machines and devices, including vehicles, home appliances and medical devices.
""We are pleased that analysts will now be able to examine the software in the cars we drive without facing legal threats from car manufacturers,"" said Kit Walsh, a staff attorney for the Electronic Frontier Foundation (EFF), which advocated for the rule changes.
In the wake of the Volkswagen emissions deceit, the EFF said car manufacturers' software should not be protected from independent scrutiny.
""When you entrust your health, safety, or privacy to a device, the law shouldn't punish you for trying to understand how that device works and whether it is trustworthy,"" Walsh blogged. The new rules must be renewed in three years, he said.
Some US government agencies expressed serious reservations about the new rules, and the Environmental Protection Agency flatly opposed them.
""EPA explained that vehicle modifications are often performed to increase engine power or boost fuel economy, but that these modifications increase vehicle emissions and thus violate the Clean Air Act,"" the Library of Congress said in its final rule.
However, the new rules do not allow vehicle owners to break any other laws, the Library said, and will not take effect for a year so the EPA and other agencies have time to prepare.",Security researchers have been given the green light to hunt for flaws in car software by US authorities.,34656699
"First Minister Nicola Sturgeon will confirm the plans when she addresses the Royal College of Nursing (RCN) congress in Glasgow on Monday.
She will tell delegates that discussions will begin over the summer with the aim of putting health staffing on a statutory basis.
The RCN welcomed the promise but said it would only work if backed up with funding for extra staff.
The first minister will tell the congress that the planned legislation will reinforce patient safety.
She is expected to say: ""Since this government came to power in 2007 there are more than 2,300 extra qualified nurses and midwives working in our NHS.
""In addition to having record staffing levels, Scotland has led the UK in the development of mandatory nursing and midwifery workload and workforce planning tools that help health boards to plan for the number of staff they require.
""By using these tools, health boards can make sure they have the right number of staff to provide the best possible care for patients in a variety of specialities.
""To build on our record, we will enshrine these planning tools in law and examine what other areas of the workforce would benefit from having similar tools developed, which will further strengthen our commitment to patient safety in our wards.""
Chief nursing officer Prof Fiona McQueen added: ""The link between safe and sustainable staffing levels - including qualified nurse numbers - and high quality care is well established.
""It's vital to have the right number of staff in place, with the right skills. We already have building blocks in place in Scotland to achieve this, including evidence-based planning tools and enhanced training.""
Theresa Fyffe, president of RCN Scotland, said the statutory staffing requirement would be welcome if it was backed up with funding.
She said: ""The challenge is going to be the financial pressures we are under right now.
""So having mandated staffing levels will be good but if there isn't the finance to pay for the staffing, you end with the pressure being felt back at the (health) boards and it doesn't really resolve the problem.""
Scottish Labour said it was a ""worthwhile commitment"" that it would support but also emphasised the need for funding.
The party's health spokesman, Anas Sarwar, said: ""Just one third of our hard working and dedicated NHS staff think they have enough colleagues to do their job properly.
""Doctors, nurses, auxiliaries and others are under enormous pressure and are increasingly being asked to do more with less.""
He added: ""Given that NHS Greater Glasgow & Clyde alone faces making cuts of Â£69m, the SNP government must ensure this isn't just an attempt to get a good headline.
""We need ministers to take decisions for the long term, so we have a health service fit for the future, delivering for the public and respecting its staff.""",Minimum staffing levels in Scotland's NHS are to be enshrined in law.,36567067
"The 34-year-old has recently returned from a spell with Atletico Kolkata, where he won the Indian Super League.
""Everyone knows the affiliation I have with the club,"" said Pearson. ""I thoroughly enjoyed my time here.
""It is a good place to come and work so it ticked all the boxes for me and hopefully it suits Motherwell in the short term.""
Pearson returns to Scotland with an Indian Super League winner's medal and plenty of fond memories.
""It was very good. I went out and did pre-season in Madrid for a month and then we flew for the season beginning in October and finished the season off just before Christmas,"" he said.
""We managed to win the league, which was great.
""So it made up for the big decision to go out there in the first place, it kind of justified that by coming back with a winner's medal.""
The Indian Super League has only been around for a few years, with the short season and long distance travel notable elements of the experience for Pearson.
""This will only be the fourth year [of the Indian Super League] coming up now, so it is still in the early stages. It is a good competition, only over a short period of time, so the games are thick and fast with lots of travelling - that is one of the things I found quite difficult, the travelling side of it.
""But I could not speak highly enough of the league. Everybody out there is superb. They try to be as professional as possible. They have got a lot of experience and big names out there and they are trying to build up grass-roots level and start from the bottom.""
Pearson also believes the lure of lucrative contracts in India will encourage other players to try their luck over in the sub-continent.
He said: ""It is certainly a place you will see a lot of players trying to get to. There is a lot of money there, especially for the foreign players who come in. You're allowed 15 foreign players, and 15 local players. But you can only have five foreign players in the starting team at one time - I think they might be reducing that to encourage the progression of the Indian lads.""
However, Pearson says Indian football still cannot compete with the money being splashed by clubs in China.
""I think the money that is getting thrown around in China is just on another level at the minute,"" he said.
""In India they do try to pay the foreign players well because it is only a short time that they are out there and they want to get the best players to come and help the Indian players develop.
""They are passionate about it and everything they do, they give it their all.""
In terms of his ambitions with Motherwell for the rest of the Premiership season, Pearson added: ""I am just looking forward to helping the team out, contribute as much as I can between now and the end of the season and help this club finish as high up the league as possible.""",Motherwell have signed Stephen Pearson until the end of the season - the midfielder's third spell at the club.,38842342
"Arun District Council said the plans for Bognor Regis also included student accommodation, car parking and an access road from Felpham Way.
The university's digital technology and engineering department will move to the site if permission is granted.
It was awarded Â£8m funding from the government last year.
The technology park will have places for 500 undergraduate and postgraduate students per year.
The council said the six-storey student accommodation building, to the north of the proposed five-storey teaching block, will provide 171 bedrooms.
The site, next to the Upper Bognor Conservation Area, has been classified in the Arun Local Plan since 2003 as an area of expansion for the university.
The public has until 7 April to comment on the plans, which will then be considered by councillors.",Plans for a new engineering and digital technology park for the University of Chichester have been submitted to the local council.,35815075
"Media playback is not supported on this device
The striker has scored 12 goals for City, but they are bottom of their Champions League group and six points behind Premier League leaders Chelsea.
""Of course we understand the people who have been criticising us,"" 26-year-old Aguero told Football Focus.
""The club invests in top players and the fans want to see more from us.""
Aguero added: ""But we still have time to put things right. The supporters here are more respectful and patient but they still expect a bit more from all of us. We can still turn it around, though.""
The Argentina international scored the winner as City began the week by winning 1-0 in a tumultuous Manchester derby.
But on Wednesday, they were booed off the field after losing 2-1 at home to Russian side CSKA Moscow.
City's Champions League record since they first played in the competition in 2011 is played 24, won eight, drawn six, lost 10. They have not kept a clean sheet in nine home games.
Manuel Pellegrini's team could go out even if they win their next two games against Roma and Bayern Munich.
""In the Champions League, we are not currently in the position we want to be,"" said Aguero.  ""It's not what we were expecting. The only thing we can do is to keep going, we still have two games to play and we have to win both, and then wait and see how the other results go.
""In spite of how badly things have gone in the Champions League, we are still fortunate enough to be able to qualify. So it's up to us.""","Sergio Aguero says he can understand why Manchester City have been criticised this season, but expects their form to quickly improve.",29958922
"And if they were all forced to pick just one with which to tell the story of the Obama presidency, many would plump for the bar chart of ""non-farm payrolls"".
The non-farm payrolls report is simply the official measure of how many jobs the US economy has added (or lost) in the previous month.
The release of this job tally, which happens at the same time, on the same day (the first Friday) of every single month, is one of the constants in the working life of a Wall Street economist or reporter.
Many feel they measure out their lives with non-farm payroll reports.
But you can reasonably measure out the Obama presidency with them as well.
Take a look at the chart.
On it you can see that from the first such report after entering the White House, President Obama learned that the US economy had just shed 800,000 jobs in one month.
No other figure so clearly illustrates that Mr Obama started his presidency with an economy that wasn't just weak, it was on the verge of collapse.
A recession of a severity not seen since the 1930s was under way.
The most pressing question for the new president was what, if anything, could be done to stabilise the economy so that it could create jobs once more.
The chart shows us what happened.
By early 2010 the monthly tally shows the US was adding jobs again
And albeit with further dips later that year, it has done so ever since.
The last non-farm payrolls report of the Obama era showed that in December 2016 the US economy added 156,000 jobs.
It was also the 75th consecutive month of job growth.
There has never been such a long period of job creation.
The official unemployment rate in the US is now 4.7%. For many economists that represents ""full employment"".
But the chart doesn't tell us WHY the job market bottomed out and started its long expansion.
For an explanation of that you might start with one word: Detroit
Detroit, or rather the US car industry with which the city is synonymous, was seemingly in its death throes in January 2009.
The recession and financial crisis had hit General Motors, Chrysler and Ford particularly hard.
Already heavily indebted, by the turn of the Obama administration it looked like they would simply run out of cash and cease operations within weeks.
President Obama's decision to bail out General Motors and Chrysler with bridging loans and managed bankruptcies (Ford managed to turn itself around without government money) was deeply controversial.
But look again at the chart.
If the auto industry had in fact collapsed, we would probably need to spread something like a million more job losses across those bars for 2009-10.
Beyond the number of jobs directly or indirectly lost, it's hard to calculate the ultimate economic effects of a disintegration of the US auto industry.
But it seems safe to say that America would look very different indeed without the auto bailout.
There was also Mr Obama's stimulus package - or the American Recovery and Reinvestment Act, to give it its official name.
This was a package of government spending which Congress passed, at the new president's behest, within weeks of his taking office.
It too met fierce criticism and its impact has long been disputed.
Still, more than one analysis has estimated that through 2010 it created or saved more than 2 million jobs.
Taking those away would also dramatically alter the non-farm payrolls chart.
At least it would for the beginning of Mr Obama's presidency.
But after the first two years of his administration the politics of job creation, like everything else, changed.
The Republican Party's capture of the House of Representatives in November 2010 deprived the president of most of his influence on the writing of new laws.
He lost his grasp of one of the main levers of economic control and never regained it.
That means that so much of the long period of job growth, from 2011 to the present, has unfolded with little input from the White House.
Of course the president always has large powers, whoever controls Congress, but they tend to be in the administration of business regulations and in trade relations.
Attributing the creation of jobs to those functions of government is even more speculative than attributing them to new laws.
Still, if presidents cannot write laws, their veto power means laws can hardly ever be passed without them.
It is a feature of the notorious political ""gridlock"" that has characterised much of the Obama era.
The president and the Republican Congress have been in a perpetual stand-off over so many issues at the heart of the economy.
The result is that many economic problems have gone unaddressed.
Yet it also means that politicians, and their insistence on change and reform, have been kept on the sidelines, leaving the economy to develop without them.
In the absence of major external shocks, perhaps the consistent job growth the US has enjoyed for more than six years should be attributed, not to the name and the politics of the president but to things more fundamental to the US and its brand of capitalism.
It seems appropriate that after the steep steps down, then up, in the first 18 months of the non-farm payrolls bar chart, what the Obama presidency looks like is then a consistent series of bars, representing steady if undramatic job growth, month after month after month.",Economists and economics reporters do like their charts and graphs.,38581768
"The Waking the Dragon tower was granted permission by Wrexham council back in February 2011.
Businessman Simon Wingett is trying to raise £2.5m to build the bronze sculpture, cultural centre and gardens at Chirk Park.
Councillors are expected to grant the extension at a meeting on Tuesday.
The 23.5m (77ft)-high dragon with wings spanning 57m (187ft) would stand on top of a 41.5m (147ft) tower at the former colliery site.
Mr Wingett has said the sculpture will rival other well-known landmarks such as the Angel of the North, but time is running out on planning permission for the project granted back in 2011.
He hopes to raise £1m for the visitor attraction from the public, with the rest of the cash raised through loans from Finance Wales and grants from the Welsh Government.
In a report to the council's planning committee, officers say the development would be a ""significant tourism draw to the area"".
Councillors are recommended to approve the extension allowing Mr Wingett five more years to commence building at the site.",A man hoping to build an 224ft-high Welsh dragon tower on the English border will ask councillors for an extra five years to start the project.,38458744
"Each year the library chooses films for preservation which are ""culturally, historically or aesthetically significant"".
This year's 25 additions bring the total number of preserved films to 700.
Other inductees this year include The Princess Bride, The Breakfast Club, Who Framed Roger Rabbit and Alfred Hitchcock's 1963 thriller The Birds.
To be eligible for preservation, films must be at least a decade old.
The announcement of The Lion King's inclusion comes three months after Disney announced the movie would be remade as a live action film directed by Jon Favreau.
The original animation was released in 1994 and later adapted for the stage.
Other films to be added this year include Lost Horizon, Funny Girl, East of Eden and 20,000 Leagues Under The Sea.
Paris Is Burning, a 1990 documentary that explored drag ballroom dance culture through the eyes of New York City's black and Latino LGBTQ community, is also among the inductees.
Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.",The Lion King and Thelma & Louise are among 25 films that will be preserved by the US Library of Congress.,38312379
"Entries for all candidates in England, Northern Ireland and Wales are down 0.7% on last year to 5,240,796, according to official figures.
By contrast, in England the overall entry for GCSEs in England increased slightly from 4,916,000 in 2015 to 4,929,000 this year.
Early entries (for students in Year 10 or below) fell for the second year running in England to 300,000 - a 13% drop on 2015.
This follows a 32% fall from 504,000 in 2014 to 344,000 in 2015 and reflects government moves to discourage schools from entering pupils early.
But more older students were entered this year, reflecting the raising of the participation age in education to 17 in 2013 and then to 18 last year.
The government is also encouraging older pupils to resit English and maths if they do not achieve good grades (A* to C) in Year 11
This year there were 355,000 GCSE entries for post-Year 11 students, up 26% on last year's figure of 282,000.
By subject, Ofqual noted 2016 increases for Year 11 students in English literature, biology, chemistry, physics, geography, history, science, additional science Spanish and computing.
But entries fell in English and English language, German and French.
In England this year's GCSEs will be the last to be marked under the existing system, graded A* to G.
Last September new ""more demanding"" courses were introduced in English and maths for the current Year 10 - but this change will not have any affect on this year's results as the new courses are linear and will be examined next summer at the end of two years.
In England students who started GCSE courses last September in maths, English and English literature will be graded 1-9 in these subjects when they get their results in summer 2017.
The new grades will come in for most other GCSEs the following year.
These include biology, chemistry, physics, computer science, languages, religious education, geography, music and history, which will be taught from September 2016, with exams in 2018.
A third wave of 1-9 graded GCSEs will be taught from September 2017 with exams in 2019.
These include psychology, ancient history, business, information and communications technology (ICT) and media studies.
Ofqual has also said that it expects broadly the same proportion of students who currently received a grade C and above under the current system to achieve a grade 4 and above under the new system.
The new courses will include far less coursework, with grades in almost all subjects depending on exams. These courses are designed to be more rigorous with exams taken after two years of study rather than in modules with exams along the way.
Foundation and higher-tier papers for students in different ability ranges will be phased out.
A GCSE reform programme is also under way in Wales with new courses from the WJEC board taught in Welsh schools from last September in six key subjects.
These are English language, Welsh language, English literature, Welsh literature, mathematics and numeracy and mathematics.
The November 2017 and summer 2017 exams will reflect these new qualifications and the results will no longer be comparable with their equivalents in England, says the Welsh government.
Northern Ireland is also developing new GCSE specifications for first teaching from September 2017 and will retain A*-G grades rather than adopt England's new numeric grading system.
Some schools offer courses from English exam boards alongside those from the Northern Ireland board, CCEA.
You may get your results by text, email or in the post, but it's still a good idea to go to your school or college on results day. By doing this, you can get help and advice from your teachers.
If you live in England, yes. This summer's GCSE cohort in England (born between 1 September 1999 and 31 August 2000) is the second to have to stay in education or employment with training until 18.
In Scotland, if you turn 16 between 1 March and 30 September, you can leave school after 31 May of that year. If you turn 16 between 1 October and the end of February, you can leave at the start of the Christmas holidays in that school year.
In Wales, you can leave school on the last Friday in June, as long as you will be 16 by the end of that school year's summer holidays.
In Northern Ireland, if you turn 16 during the school year (between 1 September and 1 July), you can leave school after 30 June. If you turn 16 between 2 July and 31 August, you cannot leave school until 30 June the following year.
Try not to panic. If you don't get the grades asked for by the sixth-form or college of your choice, approach the staff there and see if they are prepared to be flexible. It's possible they will still give you a place or they might be prepared to take you on for different courses. Alternatively, approach other schools or colleges - you might find they will accept you.
Resits will be complicated by the course changes, with the current set of GCSEs in English and maths being phased out. Ofqual has required the boards to offer resits in the current English, English and maths exams in November and next summer and in science subjects no later than summer 2018.
For other current GCSE courses, boards will also be allowed to offer a single resit opportunity in the year following the last scheduled sitting.
Students will have to resit all the exams for the qualification and there is an expectation that candidates will be at least 16.
If you feel strongly that your grades are wrong and do not reflect your ability, you can ask for a re-mark of your papers. Requests for re-marking can only be done through your school or college. Make sure someone there is dealing with the matter. There is a fee for this service, which is reimbursed only if there is a grade change. The Joint Council for Qualifications has guidelines on the post-results service available to schools.
You can call the national exam results helpline on 0808 100 8000 or the National Careers Service on 0800 100 900.","Pupils in England, Wales and Northern Ireland are receiving their GCSE results - just over two weeks after teenagers in Scotland received the results of their equivalent National 4s and 5s.",37175074
"It was written to author Betty Shew by the 21-year-old princess in 1947, months before her marriage.
The two-page note describes how the couple met, were chased by a photographer in Prince Philip's sports car and danced at London nightclubs.
It was given a pre-auction estimate of £800 to £1,200 but sold for £14,400.
Describing it as a ""fantastic result"", Richard Edmonds of the Chippenham Auction Rooms in Wiltshire said: ""It was quite an honour to be able to sell such an important document, particularly as the country is celebrating the Queen's 90th birthday.
""The bidding was both online and over eight phone lines. It was pretty fast and furious. At times our internet connection looked like it was lighting up.""
The identity of the buyer has not been disclosed.
The then Princess Elizabeth agreed to share the details of her relationship with Philip, for a royal wedding souvenir book being written by Mrs Shew.
In the letter, written in ink on white paper adorned with the royal crest, the princess recalls how she met Prince Philip at the age of 13, describes his love of fast cars and how the couple danced at nightclubs Ciro's and Quaglino's in London.
The future Queen also writes about her wedding ring, which she says will be made of Welsh gold.
She and Prince Philip married in November 1947 at Westminster Abbey, the same location as her coronation in June 1953.","A letter written by the Queen revealing how she and Prince Philip first fell in love attracted ""furious"" bidding as it smashed pre-auction estimates.",36122985
"The man, who was from Staffordshire, collapsed while riding on the A5 near Chirk, Wrexham, at about 10:45 BST on Sunday.
He had been raising money for the Douglas Macmillan Hospice.
North Wales Police said officers attended, along with a road and air ambulance, and tried to help members of the public to save the cyclist.
""I am very sad to say that their efforts were not successful,"" temporary Supt Nick Evans said.
Douglas Macmillan Hospice - known as Dougie Mac - is a specialist palliative care provider in north Staffordshire for adults, the majority of whom are affected by cancer.
A number of charity bike rides for the hospice were being held on Sunday taking in routes from Stoke-on-Trent to Llangollen and back.",A 44-year-old man has died in north Wales while taking part in a charity cycle ride,39837875
"The 23-year-old admitted she could be tempted to take up mixed martial arts (MMA) after competing at Tokyo 2020.
After winning bronze for the United States in Judo at Beijing 2008, Rousey became a fighter in the Ultimate Fighting Championship (UFC).
""[Rousey] is one of the highest profile mixed martial artists that has stepped foot on the planet,"" Johns said.
""Why can't we have that for Jade? What's saying that she can't be the next Ronda Rousey, I'd love to see her achieve that sort of status.""
Jones could be the first fighter to win three Olympic gold medals in taekwondo when she competes at the next summer Olympic Games in four years' time.
""There's a lot of successful mixed martial artists out there that have a background in taekwondo,"" Johns said.
""I was a judo player and in my first MMA session I had my head boxed off.""
Johns became the first Welshman to win a bout in the Ultimate Fighting Championship (UFC) when he beat South Korean Kwan Ho Kwak at Fight Night 99 in Belfast in November and believes Jones could benefit the sport in Wales.
""I think she'd be an amazing asset to have in the Wales MMA circuit. I've trained with a lot of females who do taekwondo and they are really good,"" he told BBC Radio Wales.
""She's young enough and it will be an amazing to have a female Welsh mixed martial artist. We've got the males and now we can see if we can get the females in.""",Welsh UFC fighter Brett Johns says double Olympic taekwondo champion Jade Jones could be the next Ronda Rousey.,38255401
"Howe, 37, has overseen three of the club's six promotions since he was first appointed manager in 2008-09.
The new deal is believed to take Howe through until 2020. He had two-and-a-half years left on his previous contract with the Cherries.
""We've been in discussions since gaining promotion. I'm very pleased to have committed my future to here,"" he told the club's website.
Following a short spell as manager of Burnley, Howe returned to manage the club at the end of 2012, leading them to promotions from League One and the Championship within three seasons.
""I'm delighted Eddie has committed his future to the club,"" owner Maxim Demin said.",Bournemouth manager Eddie Howe has signed an extension to his contract.,34543002
"Martin Godfrey said he had never supplied Tesco and was surprised to find the picture being used on the firm's website.
The supermarket chain acquired the image through an agency.
A Tesco spokesperson said: ""We work tirelessly to support farmers and suppliers and we are sorry for any upset that has been caused.""
Mr Godfrey, from Okehampton, Devon, said the picture was originally taken when he was working for Shillingford Organics near Exeter, but was later sold on as a stock image.
Tesco later got the image through its advertising agency, which acquired it from Getty Images.
Mr Godfrey owns an organic produce business and campaigns with the Land Workers' Alliance.
He said the picture of him pulling carrots on the organic farm was a ""marketing blunder"".
""This inappropriate use of the organic farming image and myself... was taken whilst working at Shillingford Organics some 10 years ago, which has no connection to Tesco whatsoever,"" he said.
The image has been removed from the supermarket's online promotions, but remains printed in some of its magazines.
Tesco has promised not to use the image in future promotions.
It has offered to donate Â£1,000 to a local charity, Mr Godfrey said.
He said he appreciated the supermarket was ""doing something about food waste"" and suggested other chains should do the same.",An organic farmer has persuaded Tesco to take down a photograph of him from its website.,39382320
"The competition finishes on 29 May in the same stadium. There are eight teams taking part, facing each other twice, with the top four sides qualifying for the play-offs.
You can keep up to date with all the scores, fixtures and results with BBC Sport.
Leading run-scorers:  Warner (294) Kohli (267), De Villiers (249),
Most sixes:  Warner (12) De Villiers (12), Kohli (8)
Highest score in an innings: De Kock (108), Warner (90*), Gambhir (90*)
Most wickets: McClenaghan (9), Kumar (8), Rahman (7)
* Four current or former England players will take part in the tournament:
Eoin Morgan will play for Sunrisers Hyderabad
Jos Buttler is with Mumbai Indians
Sam Billings plays for Delhi Daredevils
Kevin Pietersen will play for Rising Pune Supergiants.
Fixtures & results
(all times 15:30 BST unless stated)
Monday, 25 April
Kings XI Punjab v Mumbai Indians
Tuesday, 26 April
Sunrisers Hyderabad v Rising Pune Supergiants
Wednesday, 27 April
Delhi Daredevils v Gujurat Lions
Thursday, 28 April
Mumbai Indians v Kolkata Knight Riders
Friday, 29 April
Rising Pune Supergiants v Gujurat Lions
Saturday, 30 April
Delhi Daredevils v Kolkata Knight Riders (10:30)
Sunrisers Hyderabad v Royal Challengers Bangalore
Sunday, 1 May
Gujurat Lions v Kings XI Punjab (10:30 BST)
Rising Pune Supergiants v Mumbai Indians
Monday, 2 May
Royal Challengers Bangalore v Kolkata Knight Riders
Tuesday, 3 May
Gujurat Lions v Delhi Daredevils
Wednesday, 4 May
Kolkata Knight Riders v Kings XI Punjab
Thursday, 5 May
Delhi Daredevils v Rising Pune Supergiants
Friday, 6 May
Sunrisers Hyderabad v Gujurat Lions
Saturday, 7 May
Royal Challengers Bangalore v Rising Pune Supergiants (10:30)
Kings XI Punjab v Delhi Daredevils
Sunday, 8 May
Mumbai Indians v Sunrisers Hyderabad (10:30)
Kolkata Knight Riders v Gujurat Lions
Monday, 9 May
Kings XI Punjab v Royal Challengers Bangalore
Tuesday, 10 May
Rising Pune Supergiants v Sunrisers Hyderabad
Wednesday, 11 May
Royal Challengers Bangalore v Mumbai Indians
Thursday, 12 May
Sunrisers Hyderabad v Delhi Daredevils
Friday, 13 May
Mumbai Indians v Kings XI Punjab
Saturday, 14 May
Royal Challengers Bangalore v Gujurat Lions (10:30)
Kolkata Knight Riders v Rising Pune Supergiants
Sunday, 15 May
Mumbai Indians v Delhi Daredevils (10:30)
Kings XI Punjab v Sunrisers Hyderabad
Monday, 16 May
Kolkata Knight Riders v Royal Challengers Bangalore
Tuesday, 17 May
Rising Pune Supergiants v Delhi Daredevils
Wednesday, 18 May
Royal Challengers Bangalore v Kings XI Punjab
Thursday, 19 May
Gujurat Lions v Kolkata Knight Riders
Friday, 20 May
Delhi Daredevils v Sunrisers Hyderabad
Saturday, 21 May
Rising Pune Supergiants v Kings XI Punjab (10:30)
Gujurat Lions v Mumbai Indians
Sunday, 22 May
Kolkata Knight Riders v Sunrisers Hyderabad (10:30)
Delhi Daredevils v Royal Challengers Bangalore
Tuesday, 24 May
Qualifier 1
Wednesday, 25 May
Eliminator
Friday, 27 May
Qualifier 2
Sunday, 29 May
Final",The Indian Premier League returns for its ninth season on 9 April with defending champions Mumbai Indians opening the tournament against Rising Pune Supergiants in Mumbai.,35980802
"Firefighters were called to a home in Marlborough Road just after 22:00 GMT on Saturday after a fire developed in the first floor and roof.
A man was removed from the home by firefighters, but later died in hospital.
The cause of the fire is being investigated by Oxfordshire Fire and Rescue Service and Thames Valley Police.",A man has been killed in a fire in Oxford.,30617467
"Pan gyhoeddwyd canlyniad y bleidlais gyhoeddus ym Mrwsel nos Fawrth, fe ddaeth Derwen Brimmon - coeden tua 500 mlwydd oed ger Y Drenewydd - yn ail i goeden 650 oed yn Wisniowa yng Ngwlad Pwyl.
Cafodd y goeden Bwylaidd 1,400 yn fwy o bleidleisiau.
Yn ystod yr Ail Ryfel Byd fe gafodd y goeden honno - Derwen Josef - ei defnyddio fel lloches gan deulu o Iddewon oedd yn cuddio rhag y Natsïaid.
Daeth Derwen Brimmon yn amlwg yn y newyddion pan gafodd llwybr ffordd osgoi'r Drenewydd ei newid er mwyn gwarchod y goeden hynafol yn dilyn ymgyrch gan bobl yr ardal a thu hwnt.
Cyhoeddodd Llywodraeth Cymru ar y pryd y byddai'r llwybr yn symud 15 metr o fonyn y goeden er mwyn peidio aflonyddu ar y gwreiddiau.",Mae coeden dderw hynafol wedi dod yn ail yng nghystadleuaeth Coeden Ewropeaidd y Flwyddyn 2017.,39343993
